id,first_name,last_name,email,birth_year,country,gender,income
241,Hugo,Smith,hugo.smith@yahoo.com,2009,ES,M,-3573.47
4548,Grace,Jones,grace.jones@example.com,2008,de,Male,61824.47
2182,Eva,Miller,eva.miller@hotmail.com,,es,Female,27242.19
334,,,,1947,,,59809.14
2896,Alice,Davis,alice.davis@yahoo.com,1999,es,Male,67513.51
2943,Bob,Williams,bob.williams@example.com,2009,Spain,M,54653.12
1273,Hugo,Williams,hugo.williams@hotmail.com,1969,fr,,45142.08
3863,Eva,Smith,eva.smith..@hotmail.com,1949,es,,36578.69
1920,Charlie,Johnson,charlie.johnson@gmail.com,2013,fr,,39831.06
556,Bob,Johnson,bob.johnson@example.com,1997,Spain,M,1799.85
1966,Charlie,Johnson,charlie.johnson@yahoo.com,1980,France,Male,26194.86
625,Charlie,Johnson,charlie.johnson..@example.com,2015,FR,Male,39981.25
3128,Diana,Davis,diana.davis@gmail.com,1963,FR,F,28801.37
492,Frank,Jones,frank.jones@gmail.com,1955,es,,29436.44
24,Frank,Jones,frank.jones@yahoo.com,1972,ES,Female,15774.78
4793,Bob,Williams,bob.williams@hotmail.com,1944,es,F,36919.08
502,Hugo,Williams,hugo.williams@gmail.com,2008,es,Male,-1908.41
1406,Diana,Johnson,diana.johnson@hotmail.com,2025,Spain,M,23773.5
1922,Grace,Williams,grace.williams@yahoo.com,1971,fr,F,55785.61
240,Frank,Davis,frank.davis..@yahoo.com,2008,ES,,27190.06
4642,Hugo,Jones,hugo.jones@yahoo.com,1989,Germany,F,50521.41
4012,Hugo,Smith,hugo.smith@yahoo.com,1992,fr,,24832.84
2099,Grace,Brown,grace.brown@example.com,1976,es,Male,9524.67
2227,Diana,Johnson,diana.johnson@hotmail.com,1974,ES,,32863.75
1871,Bob,Brown,bob.brown@yahoo.com,,Germany,,12195.1
1339,Hugo,Garcia,hugo.garcia@gmail.com,2021,fr,M,38521.55
3324,Diana,Williams,diana.williams@example.com,1992,de,Female,9367.34
2395,Frank,Brown,frank.brown@gmail.com,2012,FR,M,40736.01
2415,Alice,Johnson,alice.johnson..@hotmail.com,1997,ES,M,11751.29
4539,Hugo,Smith,hugo.smith@hotmail.com,1947,FR,M,23780.54
430,Hugo,Johnson,hugo.johnson@hotmail.com,1954,Germany,Male,40390.84
4255,Hugo,Davis,hugo.davis..@hotmail.com,,Spain,M,19386.72
3705,Frank,Williams,frank.williams@example.com,1956,DE,M,30476.39
4097,Hugo,Brown,hugo.brown@gmail.com,2014,es,,42175.58
423,Frank,Smith,frank.smith@yahoo.com,1997,DE,M,28599.2
3728,Eva,Williams,eva.williams@hotmail.com,,France,M,-4522.08
804,Diana,Davis,diana.davis@gmail.com,1978,es,F,53829.4
4169,Alice,Jones,alice.jones@gmail.com,1989,Spain,,24365.5
1752,Diana,Davis,diana.davis..@gmail.com,2013,ES,F,42298.88
1814,Grace,Smith,grace.smith..@gmail.com,2014,es,M,34448.65
2078,Bob,Smith,bob.smith@hotmail.com,1953,ES,Female,47763.85
1555,Hugo,Smith,hugo.smith@gmail.com,1994,Germany,F,-5803.95
4238,Diana,Jones,diana.jones@hotmail.com,1952,de,Female,18997.77
1418,Diana,Williams,diana.williams@yahoo.com,1984,Germany,Male,36729.54
2917,Bob,Smith,bob.smith@yahoo.com,1986,FR,F,31133.65
3631,Eva,Jones,eva.jones@example.com,1981,fr,Female,24564.79
4002,Bob,Johnson,bob.johnson@yahoo.com,2004,Spain,M,56949.98
2952,Diana,Jones,diana.jones@hotmail.com,,Germany,M,26190.72
2054,Bob,Williams,bob.williams@gmail.com,1999,DE,,37903.47
1880,,,,2002,,,16532.55
3803,Charlie,Miller,charlie.miller@hotmail.com,1985,de,,9249.89
734,Charlie,Garcia,charlie.garcia..@yahoo.com,2002,de,M,57107.95
928,Hugo,Smith,hugo.smith@example.com,1965,ES,,46114.77
3133,Grace,Garcia,grace.garcia@hotmail.com,2011,DE,M,40463.8
66,Grace,Garcia,grace.garcia@yahoo.com,1974,de,Female,45676.33
3098,Bob,Williams,bob.williams@gmail.com,2018,es,Female,51180.4
2848,Diana,Johnson,diana.johnson@example.com,2017,Spain,Female,36425.13
2318,Bob,Brown,bob.brown@example.com,1986,DE,F,45901.35
1323,Hugo,Garcia,hugo.garcia@gmail.com,1973,de,M,30739.62
1533,Charlie,Garcia,charlie.garcia@gmail.com,1963,fr,Female,22737.39
953,Charlie,Brown,charlie.brown@yahoo.com,2007,ES,M,64554.58
4354,Eva,Miller,eva.miller@example.com,1986,fr,Male,46104.33
4044,Frank,Johnson,frank.johnson@example.com,1966,Germany,F,29233.22
3667,Eva,Miller,eva.miller@example.com,1940,fr,Female,17842.07
1169,Diana,Brown,diana.brown@hotmail.com,1986,France,M,39824.63
417,Eva,Miller,eva.miller..@example.com,1990,de,Male,21666.8
1733,Hugo,Johnson,hugo.johnson@gmail.com,2016,es,F,13618.18
3182,Grace,Johnson,grace.johnson@yahoo.com,2007,Germany,F,34028.9
2183,Eva,Davis,eva.davis@hotmail.com,2001,Spain,,17314.9
1633,Grace,Brown,grace.brown@hotmail.com,,Germany,F,9621.39
3428,Grace,Smith,grace.smith@example.com,1952,ES,F,46458.3
85,Frank,Davis,frank.davis@yahoo.com,1953,Germany,F,59438.81
2060,Bob,Miller,bob.miller@yahoo.com,1956,Spain,,22963.04
4534,Alice,Brown,alice.brown@gmail.com,1963,Spain,Female,39054.69
1433,Frank,Smith,frank.smith@hotmail.com,1968,fr,Male,6936.23
4871,Hugo,Johnson,hugo.johnson@hotmail.com,1988,Germany,M,56172.92
4655,Diana,Johnson,diana.johnson..@hotmail.com,1956,fr,,31833.65
1184,Eva,Miller,eva.miller@gmail.com,2011,France,Male,32737.52
2576,Frank,Johnson,frank.johnson@yahoo.com,1950,Germany,Male,37564.32
3401,Diana,Jones,diana.jones@gmail.com,1994,es,F,44311.28
4362,Grace,Jones,grace.jones@example.com,1952,fr,M,3334.79
2823,Diana,Smith,diana.smith..@yahoo.com,2011,Germany,M,46352.75
394,Hugo,Brown,hugo.brown..@example.com,1989,France,Male,15265.59
107,Charlie,Garcia,charlie.garcia@gmail.com,,France,M,33619.83
2706,Bob,Garcia,bob.garcia@example.com,2022,France,F,55122.9
3162,Grace,Miller,grace.miller@yahoo.com,1971,es,,26426.49
2068,Alice,Garcia,alice.garcia..@example.com,2015,Spain,,22738.22
3287,Bob,Williams,bob.williams@example.com,1979,DE,Female,40085.84
2104,Alice,Davis,alice.davis@hotmail.com,2018,Germany,,36221.59
1841,Grace,Brown,grace.brown@yahoo.com,1951,ES,,12082.16
1296,Bob,Brown,bob.brown@yahoo.com,1994,France,Male,35824.68
2528,Bob,Johnson,bob.johnson@example.com,1972,France,Female,27740.79
3444,Frank,Garcia,frank.garcia@hotmail.com,,ES,M,32009.38
1345,Grace,Davis,grace.davis@hotmail.com,2024,Spain,F,33643.23
3968,Hugo,Miller,hugo.miller@gmail.com,1986,de,,32817.01
1420,Frank,Jones,frank.jones@gmail.com,1965,ES,F,26444.82
1484,Hugo,Jones,hugo.jones@gmail.com,2001,es,Female,33114.05
469,Alice,Garcia,alice.garcia@hotmail.com,1955,de,M,36759.05
9,Hugo,Garcia,hugo.garcia@hotmail.com,2014,Germany,M,30234.28
1667,Hugo,Davis,hugo.davis@yahoo.com,1998,France,Male,20549.63
890,Hugo,Smith,hugo.smith@gmail.com,2009,es,Male,14230.35
4240,Charlie,Davis,charlie.davis@gmail.com,1949,fr,M,5590.32
2381,Eva,Johnson,eva.johnson@yahoo.com,1980,FR,Female,29131.38
158,Charlie,Davis,charlie.davis@example.com,,FR,,3212.0
3286,Grace,Miller,grace.miller@example.com,1964,de,,17089.06
2320,Charlie,Miller,charlie.miller..@yahoo.com,1961,fr,,37546.36
1492,Grace,Garcia,grace.garcia@hotmail.com,,ES,Female,30034.32
3489,Eva,Brown,eva.brown@hotmail.com,2023,France,F,17757.68
2165,Grace,Brown,grace.brown@gmail.com,1947,France,Male,26058.8
682,Diana,Brown,diana.brown@gmail.com,1972,France,F,16438.98
4794,Diana,Brown,diana.brown@example.com,1981,France,Female,16134.64
2116,Bob,Garcia,bob.garcia@gmail.com,1974,ES,,34424.57
4140,Diana,Davis,diana.davis@gmail.com,1966,Germany,F,27537.76
4628,Hugo,Jones,hugo.jones@yahoo.com,1940,fr,Male,31176.59
2716,Hugo,Johnson,hugo.johnson@hotmail.com,2003,FR,Male,43423.66
2599,Diana,Garcia,diana.garcia@gmail.com,1975,Germany,,32698.72
4260,Frank,Miller,frank.miller@gmail.com,1984,France,Male,7882.46
1502,Diana,Smith,diana.smith@gmail.com,1965,es,Male,54575.4
2643,Grace,Davis,grace.davis@yahoo.com,2007,DE,F,45403.42
2790,Hugo,Jones,hugo.jones@gmail.com,,Spain,F,3390.46
30,Grace,Jones,grace.jones@example.com,,es,Male,39384.46
2139,Eva,Smith,eva.smith@yahoo.com,1977,France,Male,13570.94
3878,Bob,Johnson,bob.johnson@yahoo.com,1943,FR,,32164.9
2789,Frank,Brown,frank.brown@example.com,1961,fr,F,18432.0
3831,Eva,Garcia,eva.garcia@example.com,1995,ES,Male,30563.62
1973,Alice,Davis,alice.davis@example.com,1951,FR,F,51629.18
4134,Bob,Jones,bob.jones@hotmail.com,1991,es,M,12477.33
1425,Grace,Miller,grace.miller@yahoo.com,2003,ES,M,15124.55
3290,Diana,Williams,diana.williams..@hotmail.com,1965,es,F,36049.12
1894,Alice,Davis,alice.davis@example.com,2021,France,Female,16822.89
3774,Hugo,Garcia,hugo.garcia@gmail.com,1986,ES,,34972.06
3135,Alice,Williams,alice.williams@example.com,1948,es,Male,34620.15
229,Frank,Johnson,frank.johnson..@yahoo.com,,fr,Male,38022.26
249,Hugo,Johnson,hugo.johnson@hotmail.com,,Germany,,24224.67
2330,Charlie,Brown,charlie.brown@gmail.com,1981,DE,M,51791.33
152,Grace,Smith,grace.smith@gmail.com,1981,de,M,21638.65
4598,Eva,Smith,eva.smith@hotmail.com,2009,es,M,34163.29
2941,Alice,Johnson,alice.johnson@yahoo.com,2016,France,Male,58504.03
656,Hugo,Miller,hugo.miller@yahoo.com,2000,DE,M,13870.31
857,Frank,Miller,frank.miller..@gmail.com,2005,de,,42232.52
228,Charlie,Garcia,charlie.garcia@example.com,1983,Germany,Female,16699.79
4600,Alice,Smith,alice.smith@example.com,1998,ES,Female,15046.03
1439,Frank,Brown,frank.brown@hotmail.com,1998,Germany,Female,24174.8
3387,Frank,Jones,frank.jones..@example.com,1994,fr,M,46072.74
180,Grace,Davis,grace.davis@hotmail.com,1983,FR,,1084.91
4265,Diana,Davis,diana.davis@yahoo.com,2021,Spain,Female,24491.94
2268,Eva,Miller,eva.miller@hotmail.com,2014,Spain,F,12697.61
4221,Eva,Garcia,eva.garcia@yahoo.com,1975,Spain,Male,17612.51
4768,Charlie,Smith,charlie.smith..@hotmail.com,1960,fr,F,40491.96
562,Diana,Brown,diana.brown@hotmail.com,1975,DE,Female,36381.67
4809,Bob,Davis,bob.davis@yahoo.com,1971,FR,Female,48557.71
473,Alice,Williams,alice.williams@yahoo.com,2008,fr,M,25487.1
169,Grace,Johnson,grace.johnson@yahoo.com,1998,FR,Male,43730.85
1296,Bob,Brown,bob.brown@yahoo.com,1994,France,Male,35824.68
4452,Bob,Miller,bob.miller@example.com,2000,FR,M,55156.74
777,Diana,Miller,diana.miller@example.com,2008,fr,Female,42611.02
2592,Hugo,Jones,hugo.jones@example.com,1943,FR,M,37592.36
554,Charlie,Miller,charlie.miller@gmail.com,1946,FR,Male,20735.37
1011,Hugo,Garcia,hugo.garcia@yahoo.com,1990,Germany,Female,36120.79
4952,Eva,Garcia,eva.garcia@gmail.com,,FR,M,39119.21
1703,Charlie,Brown,charlie.brown@yahoo.com,,ES,F,59225.14
3828,Hugo,Davis,hugo.davis@hotmail.com,2005,es,Male,22755.24
487,Grace,Davis,grace.davis..@gmail.com,1986,DE,Female,1359.66
2139,Eva,Smith,eva.smith@yahoo.com,1977,France,Male,13570.94
297,Charlie,Brown,charlie.brown..@gmail.com,2014,fr,Female,20940.29
1210,Grace,Jones,grace.jones@example.com,1960,FR,F,8502.72
4731,Bob,Brown,bob.brown@gmail.com,2025,de,M,33132.8
4397,Grace,Williams,grace.williams@example.com,1987,fr,,6428.7
2352,Frank,Miller,frank.miller@gmail.com,1986,fr,F,40248.35
4184,Grace,Johnson,grace.johnson@hotmail.com,1950,Germany,Male,38357.06
1130,Grace,Davis,grace.davis@yahoo.com,1972,ES,F,21706.19
200,Frank,Brown,frank.brown@hotmail.com,1983,es,F,27614.32
1816,Charlie,Jones,charlie.jones@gmail.com,2006,fr,,34330.92
280,Eva,Brown,eva.brown@example.com,1941,ES,F,49438.08
1035,Diana,Brown,diana.brown@example.com,1949,Spain,,29029.67
894,Grace,Johnson,grace.johnson@gmail.com,,Spain,,11414.21
1449,Eva,Garcia,eva.garcia@yahoo.com,1959,ES,M,47093.33
706,Diana,Garcia,diana.garcia@example.com,1940,de,Female,54427.03
1437,Charlie,Miller,charlie.miller@example.com,1950,Spain,M,24553.25
2593,Hugo,Johnson,hugo.johnson@gmail.com,1943,France,Female,14159.54
4438,Frank,Smith,frank.smith..@hotmail.com,,DE,Male,60897.68
1870,Alice,Miller,alice.miller@yahoo.com,1964,fr,Female,28957.02
3320,Bob,Davis,bob.davis..@hotmail.com,1991,DE,Male,60807.28
1392,Frank,Miller,frank.miller@hotmail.com,1976,de,Female,8756.59
3103,Frank,Williams,frank.williams@yahoo.com,1979,fr,Female,30306.26
1324,Alice,Brown,alice.brown@gmail.com,1974,Germany,F,41532.6
2331,Eva,Jones,eva.jones..@gmail.com,2011,FR,F,52931.22
1118,Grace,Miller,grace.miller@hotmail.com,2003,DE,M,60631.14
1198,Frank,Williams,frank.williams@example.com,1960,France,M,35696.51
3943,Frank,Garcia,frank.garcia@example.com,1986,Germany,,25950.72
2604,Diana,Williams,diana.williams@example.com,2001,France,M,39816.47
1617,Frank,Davis,frank.davis@hotmail.com,1998,es,Female,17459.07
374,Bob,Brown,bob.brown@yahoo.com,2006,FR,Female,9043.23
4348,Grace,Miller,grace.miller@example.com,2024,DE,Female,61366.41
316,Diana,Williams,diana.williams..@hotmail.com,1953,fr,,56210.45
2827,Frank,Smith,frank.smith@gmail.com,2004,es,M,34403.06
4770,Hugo,Johnson,hugo.johnson@gmail.com,2002,France,Male,47699.83
81,Diana,Jones,diana.jones@yahoo.com,1983,DE,Female,59312.36
4507,Bob,Brown,bob.brown@gmail.com,2008,de,Male,38844.59
4223,Bob,Brown,bob.brown@example.com,1967,ES,Male,59000.4
4621,Alice,Brown,alice.brown@hotmail.com,1984,DE,,59754.5
4501,Charlie,Brown,charlie.brown@yahoo.com,1956,es,F,-18315.25
1472,Grace,Miller,grace.miller@yahoo.com,1951,es,Female,18339.43
1269,Bob,Garcia,bob.garcia@gmail.com,1995,FR,M,38788.56
2378,Bob,Johnson,bob.johnson@yahoo.com,2006,es,,60632.67
2628,Eva,Miller,eva.miller@hotmail.com,,FR,,21781.42
1874,Eva,Williams,eva.williams@hotmail.com,1956,France,F,15966.06
2925,Charlie,Smith,charlie.smith@yahoo.com,1959,ES,Male,30472.37
3167,Frank,Johnson,frank.johnson@gmail.com,1955,de,Male,-4563.18
2101,,,,1983,,,37783.07
3064,,,,2009,,,20942.12
3403,Alice,Miller,alice.miller@hotmail.com,2011,Spain,Female,63030.21
1737,Diana,Brown,diana.brown@hotmail.com,2005,de,F,-5574.89
3371,Bob,Garcia,bob.garcia@yahoo.com,2015,Germany,Male,29119.19
506,Diana,Garcia,diana.garcia@yahoo.com,1949,de,,37050.66
3928,Hugo,Jones,hugo.jones@example.com,1995,Germany,,27098.59
2941,Alice,Johnson,alice.johnson@yahoo.com,2016,France,Male,58504.03
4788,Eva,Johnson,eva.johnson@yahoo.com,1945,Spain,Male,12436.13
587,Bob,Davis,bob.davis..@hotmail.com,1952,Spain,F,17297.24
4196,Eva,Brown,eva.brown@gmail.com,1956,FR,Male,12350.33
2527,Bob,Williams,bob.williams..@example.com,1993,FR,Female,22446.46
4725,Bob,Brown,bob.brown@hotmail.com,1961,DE,,45570.19
2158,Charlie,Williams,charlie.williams@yahoo.com,,es,Male,759.42
2624,Eva,Williams,eva.williams@yahoo.com,1944,fr,M,36261.98
1176,,,,2021,,,3103.4
1030,Alice,Williams,alice.williams@example.com,2016,Spain,,35080.31
2940,Alice,Brown,alice.brown@gmail.com,1942,es,Female,30235.23
3379,Diana,Johnson,diana.johnson@hotmail.com,1961,de,M,27789.9
1591,Frank,Smith,frank.smith@gmail.com,2004,fr,,6436.78
3415,Frank,Davis,frank.davis..@example.com,1966,Germany,M,35118.24
486,Bob,Garcia,bob.garcia@yahoo.com,2008,fr,F,41094.8
4924,Frank,Miller,frank.miller@example.com,1975,Spain,Male,43091.81
4087,Diana,Jones,diana.jones@hotmail.com,1983,ES,F,17886.13
89,Hugo,Brown,hugo.brown@gmail.com,2011,France,Male,18862.74
1698,Grace,Jones,grace.jones@example.com,1945,DE,Female,37548.78
4858,Hugo,Brown,hugo.brown@yahoo.com,1987,Spain,Female,61868.34
654,Eva,Davis,eva.davis@hotmail.com,1970,DE,,35070.35
4217,Eva,Smith,eva.smith@gmail.com,1983,Germany,Male,32271.11
3900,Charlie,Smith,charlie.smith..@hotmail.com,1977,DE,Female,14651.2
2143,Charlie,Jones,charlie.jones@gmail.com,1991,ES,Female,4639.93
1150,Eva,Garcia,eva.garcia..@example.com,2007,Germany,F,49549.17
3679,Frank,Johnson,frank.johnson@yahoo.com,1976,fr,,44359.57
145,Bob,Johnson,bob.johnson..@example.com,,es,M,22691.96
671,Alice,Williams,alice.williams@gmail.com,2011,FR,M,12271.89
3510,Frank,Garcia,frank.garcia@hotmail.com,2005,fr,Male,33864.01
4978,Grace,Williams,grace.williams@hotmail.com,1983,DE,F,52425.45
2597,Charlie,Johnson,charlie.johnson@yahoo.com,,es,F,9032.92
2146,Eva,Miller,eva.miller@example.com,1947,ES,F,25415.84
2219,Alice,Miller,alice.miller@hotmail.com,1960,France,,31960.35
1371,Bob,Williams,bob.williams@hotmail.com,1963,fr,Female,30339.46
4702,Charlie,Williams,charlie.williams@example.com,1945,fr,M,36179.29
1469,Frank,Smith,frank.smith@example.com,1983,France,M,26994.71
2811,Charlie,Garcia,charlie.garcia@hotmail.com,1995,Germany,Male,23372.27
3703,Charlie,Garcia,charlie.garcia@yahoo.com,1951,France,Male,27845.11
4105,Bob,Brown,bob.brown@yahoo.com,2010,DE,Female,14980.28
3227,Hugo,Garcia,hugo.garcia@gmail.com,1961,de,,20142.98
4339,Charlie,Williams,charlie.williams@hotmail.com,1996,Germany,,53403.83
4099,Grace,Smith,grace.smith@yahoo.com,1971,France,Female,74031.09
2488,Hugo,Williams,hugo.williams@yahoo.com,1974,de,,29785.94
101,Hugo,Brown,hugo.brown@hotmail.com,1999,ES,F,36222.98
2928,Diana,Williams,diana.williams@hotmail.com,1954,FR,,40374.28
732,Diana,Smith,diana.smith@example.com,2003,de,,12070.59
3616,Grace,Miller,grace.miller@hotmail.com,2006,DE,,-3079.42
4578,Grace,Garcia,grace.garcia@hotmail.com,1959,de,Male,53327.98
4967,Frank,Brown,frank.brown..@hotmail.com,1947,France,,16535.11
752,Diana,Garcia,diana.garcia@example.com,1995,France,Male,17957.63
4373,Diana,Smith,diana.smith@yahoo.com,1986,France,Male,43092.26
2474,Alice,Garcia,alice.garcia..@example.com,1941,France,,8936.41
2657,Eva,Garcia,eva.garcia..@example.com,1948,ES,M,31193.6
4346,Hugo,Jones,hugo.jones@yahoo.com,1946,DE,Female,21674.75
1096,Eva,Jones,eva.jones@example.com,1953,FR,,28169.14
882,Grace,Brown,grace.brown@hotmail.com,1960,de,M,-7399.06
1085,Charlie,Johnson,charlie.johnson@yahoo.com,2017,fr,M,20669.48
4297,Bob,Davis,bob.davis..@gmail.com,1979,FR,,51698.45
1655,Grace,Johnson,grace.johnson@hotmail.com,1968,Germany,F,48099.12
3442,Eva,Davis,eva.davis..@example.com,1993,DE,Male,34803.25
1610,Alice,Jones,alice.jones@yahoo.com,1950,France,M,29137.23
1666,Eva,Davis,eva.davis@yahoo.com,1950,de,M,6031.92
4993,Grace,Miller,grace.miller@example.com,1960,fr,Male,44479.9
3847,Charlie,Garcia,charlie.garcia@yahoo.com,1992,ES,M,26579.91
4425,Hugo,Miller,hugo.miller@hotmail.com,2023,France,,33543.35
1483,Alice,Brown,alice.brown@yahoo.com,1951,Spain,F,44366.87
1341,Bob,Smith,bob.smith..@hotmail.com,2013,es,Male,50438.44
747,Diana,Smith,diana.smith@yahoo.com,2008,DE,Female,17756.74
3255,Grace,Williams,grace.williams@yahoo.com,1986,Spain,Male,36764.44
3160,Bob,Garcia,bob.garcia..@example.com,2009,de,F,20259.53
1175,Bob,Miller,bob.miller@yahoo.com,2001,ES,M,11032.52
2903,Charlie,Smith,charlie.smith@gmail.com,2015,ES,Male,48359.23
4039,Grace,Smith,grace.smith@yahoo.com,1986,France,Male,20205.75
4336,Eva,Brown,eva.brown@yahoo.com,1992,France,Female,30366.48
4520,Charlie,Brown,charlie.brown@example.com,1972,FR,F,23954.01
298,Hugo,Davis,hugo.davis@example.com,2011,Spain,M,26556.77
1706,Hugo,Brown,hugo.brown@yahoo.com,1987,France,M,30409.7
3771,Hugo,Brown,hugo.brown@yahoo.com,1969,fr,,36592.29
1670,Charlie,Jones,charlie.jones@example.com,1977,Spain,,23031.28
1486,Frank,Williams,frank.williams@example.com,,ES,Male,13567.21
1002,Eva,Garcia,eva.garcia@yahoo.com,,ES,Male,27261.47
231,Grace,Brown,grace.brown@example.com,2009,ES,Male,20440.38
472,Grace,Brown,grace.brown@example.com,2002,France,Male,25752.92
3361,Eva,Miller,eva.miller@yahoo.com,,de,F,13288.78
3733,Frank,Brown,frank.brown..@gmail.com,1974,Germany,,46783.42
766,Diana,Johnson,diana.johnson@example.com,1998,DE,Female,-7983.69
812,Frank,Brown,frank.brown@example.com,1993,FR,Male,11172.97
1221,,,,2002,,,23220.76
2522,Bob,Brown,bob.brown@gmail.com,2021,de,F,-1119.6
4821,Alice,Williams,alice.williams@example.com,1969,DE,,20914.8
1414,Frank,Johnson,frank.johnson..@yahoo.com,1951,DE,,32922.64
2916,Eva,Garcia,eva.garcia@example.com,,ES,M,8236.08
2888,Alice,Davis,alice.davis@hotmail.com,1943,France,Male,30195.65
1254,Charlie,Garcia,charlie.garcia@yahoo.com,2023,de,M,1379.97
2095,Alice,Johnson,alice.johnson@hotmail.com,1967,DE,,34364.21
722,Frank,Jones,frank.jones@gmail.com,,FR,F,4689.83
1057,Diana,Jones,diana.jones@gmail.com,1988,DE,F,21423.81
2371,Alice,Williams,alice.williams@hotmail.com,1964,de,F,53974.83
2589,Alice,Williams,alice.williams@gmail.com,1946,es,Male,39003.19
3786,Hugo,Davis,hugo.davis@gmail.com,1976,es,,37645.34
3382,Bob,Garcia,bob.garcia@hotmail.com,1977,fr,M,35988.42
880,Bob,Garcia,bob.garcia@gmail.com,1990,de,,-3252.28
2195,Bob,Miller,bob.miller@example.com,2012,es,Female,1330.25
4818,Frank,Williams,frank.williams@yahoo.com,,Spain,,41392.5
2555,Bob,Garcia,bob.garcia@yahoo.com,2017,fr,F,2301.4
2389,Frank,Brown,frank.brown@hotmail.com,1981,Germany,M,49321.14
3108,Hugo,Smith,hugo.smith@gmail.com,2005,France,F,33034.21
1515,Grace,Miller,grace.miller@yahoo.com,1953,es,Male,44852.49
658,Grace,Smith,grace.smith@example.com,1978,de,F,15817.4
4136,Hugo,Jones,hugo.jones@hotmail.com,1993,FR,Male,42330.99
1039,Diana,Williams,diana.williams@yahoo.com,1983,DE,F,47875.61
3802,Diana,Johnson,diana.johnson@example.com,1973,DE,Female,28076.05
3826,Eva,Brown,eva.brown@yahoo.com,1999,Germany,M,42136.69
3614,Frank,Davis,frank.davis@yahoo.com,,FR,M,34528.1
2986,Bob,Miller,bob.miller@hotmail.com,,es,Male,28537.12
150,Alice,Miller,alice.miller@gmail.com,1954,ES,Female,32721.4
3448,Alice,Garcia,alice.garcia@gmail.com,1956,France,M,6782.98
2334,Grace,Jones,grace.jones@example.com,1988,fr,,-1288.47
2700,Grace,Johnson,grace.johnson@example.com,1960,DE,Female,41562.03
1363,Hugo,Davis,hugo.davis@example.com,1944,France,,30270.25
1753,Alice,Williams,alice.williams@gmail.com,,fr,,34865.1
1534,Bob,Miller,bob.miller@gmail.com,1999,ES,M,15506.31
927,Grace,Johnson,grace.johnson@hotmail.com,1941,France,Male,33436.12
3779,Hugo,Williams,hugo.williams..@hotmail.com,2010,DE,M,37371.68
3419,Charlie,Johnson,charlie.johnson@yahoo.com,1996,fr,M,69630.18
13,Grace,Brown,grace.brown@example.com,1942,France,F,37661.88
94,Bob,Garcia,bob.garcia@example.com,2024,Germany,F,16802.78
3694,Grace,Miller,grace.miller@example.com,1960,DE,,25671.37
1613,Diana,Jones,diana.jones@example.com,1964,Germany,Male,33143.01
3529,Grace,Miller,grace.miller@yahoo.com,1955,ES,,27570.68
3849,Bob,Miller,bob.miller@example.com,1960,fr,M,36034.02
1182,Grace,Brown,grace.brown@example.com,1944,France,M,34039.42
539,Grace,Johnson,grace.johnson@gmail.com,1952,ES,Female,44629.69
2005,Charlie,Jones,charlie.jones@yahoo.com,1946,fr,M,39559.87
4335,Bob,Davis,bob.davis@gmail.com,,es,M,50237.69
2265,Eva,Johnson,eva.johnson@example.com,1954,France,F,39667.78
2419,Alice,Miller,alice.miller@gmail.com,1941,FR,Female,27922.32
