id,first_name,last_name,email,birth_year,country,gender,income
3872,bob,brown,bob.brown@hotmail.com,1992,SPAIN,male,43234.3
2797,frank,williams,frank.williams@yahoo.com,2018,ES,male,29144.38
3090,alice,jones,alice.jones@example.com,1946,GERMANY,female,29212.42
693,bob,garcia,bob.garcia@gmail.com,2019,FR,female,53847.58
4718,grace,davis,grace.davis@yahoo.com,1979,SPAIN,male,26534.11
3625,grace,davis,grace.davis@gmail.com,1990,FR,female,20994.21
1087,frank,jones,frank.jones@yahoo.com,2001,ES,female,37453.1
2279,frank,jones,frank.jones@yahoo.com,1991,ES,female,50266.71
3558,alice,jones,alice.jones@gmail.com,1969,DE,male,22851.69
3368,eva,williams,eva.williams@hotmail.com,1979,ES,female,6215.61
4759,hugo,smith,hugo.smith@gmail.com,2008,ES,male,35720.29
3569,diana,johnson,diana.johnson@hotmail.com,2014,ES,male,29050.89
4751,diana,davis,diana.davis@hotmail.com,1960,FR,male,49241.92
2087,diana,garcia,diana.garcia@gmail.com,1959,FR,female,33159.01
1342,diana,smith,diana.smith..@yahoo.com,1946,DE,male,54609.22
2078,bob,smith,bob.smith@hotmail.com,1953,ES,female,47763.85
4293,frank,brown,frank.brown@gmail.com,2010,DE,female,33712.21
2407,charlie,miller,charlie.miller@hotmail.com,1966,FR,female,-1117.3
3777,frank,garcia,frank.garcia@yahoo.com,1947,GERMANY,female,10734.19
4928,eva,jones,eva.jones..@yahoo.com,1988,DE,female,11625.0
36,frank,smith,frank.smith@example.com,1954,FR,male,560.61
3836,frank,jones,frank.jones@hotmail.com,1947,ES,female,39239.51
4354,eva,miller,eva.miller@example.com,1986,FR,male,46104.33
3717,eva,jones,eva.jones@yahoo.com,1962,FR,male,62187.37
4393,eva,williams,eva.williams@gmail.com,1949,GERMANY,male,37513.76
2157,alice,williams,alice.williams@gmail.com,1994,DE,male,37292.77
90,diana,garcia,diana.garcia..@gmail.com,2017,FR,male,22720.41
1016,eva,williams,eva.williams@yahoo.com,1965,GERMANY,male,35462.1
3962,charlie,johnson,charlie.johnson@example.com,1976,FR,male,30876.74
2945,bob,jones,bob.jones@hotmail.com,1990,SPAIN,female,47512.65
878,diana,johnson,diana.johnson@example.com,1989,FRANCE,male,36365.91
26,charlie,miller,charlie.miller@yahoo.com,1997,DE,male,9492.93
495,eva,smith,eva.smith@hotmail.com,1987,DE,male,30619.88
829,eva,garcia,eva.garcia@example.com,1989,DE,male,23181.78
1768,eva,williams,eva.williams@hotmail.com,1956,FRANCE,female,24225.86
4295,bob,smith,bob.smith@example.com,2010,FRANCE,male,43184.46
1813,hugo,brown,hugo.brown@yahoo.com,1961,ES,female,47245.08
2002,grace,williams,grace.williams@example.com,1993,ES,male,31929.26
1362,bob,smith,bob.smith..@hotmail.com,1959,FRANCE,male,29531.95
59,frank,miller,frank.miller..@yahoo.com,2023,FRANCE,male,39331.05
4534,alice,brown,alice.brown@gmail.com,1963,SPAIN,female,39054.69
1322,charlie,smith,charlie.smith@hotmail.com,1947,SPAIN,female,58356.61
1381,hugo,johnson,hugo.johnson@yahoo.com,1948,DE,male,62549.05
291,grace,smith,grace.smith..@hotmail.com,1942,DE,male,43037.32
2724,frank,garcia,frank.garcia@gmail.com,1964,ES,male,16086.7
964,bob,miller,bob.miller@yahoo.com,1945,SPAIN,male,30010.24
773,grace,smith,grace.smith@hotmail.com,1994,DE,female,59873.3
3498,bob,davis,bob.davis@gmail.com,1958,GERMANY,female,21432.24
2062,diana,miller,diana.miller@yahoo.com,1967,FRANCE,female,8321.92
2274,hugo,williams,hugo.williams@yahoo.com,2025,ES,male,32369.61
4011,hugo,williams,hugo.williams@example.com,1986,FR,female,33858.8
1748,bob,williams,bob.williams@yahoo.com,2009,SPAIN,female,8509.93
4000,grace,smith,grace.smith@example.com,1993,DE,female,29377.92
991,alice,jones,alice.jones@gmail.com,1975,ES,male,38946.62
3927,charlie,brown,charlie.brown@example.com,2009,ES,male,52126.69
1364,grace,johnson,grace.johnson@yahoo.com,1976,GERMANY,female,37089.46
948,alice,williams,alice.williams@gmail.com,1964,DE,female,16228.1
4835,eva,davis,eva.davis@example.com,1958,DE,male,28569.88
3082,hugo,smith,hugo.smith@example.com,1999,FR,female,55832.33
327,grace,johnson,grace.johnson@gmail.com,1998,FR,female,35287.57
2933,grace,miller,grace.miller@yahoo.com,1948,FRANCE,male,24839.04
900,charlie,smith,charlie.smith@gmail.com,1984,FR,male,27594.6
3884,grace,williams,grace.williams@gmail.com,1951,ES,male,42105.7
2225,alice,brown,alice.brown@gmail.com,1988,SPAIN,female,28861.93
1044,eva,jones,eva.jones@yahoo.com,2023,DE,male,48438.22
1009,alice,garcia,alice.garcia@yahoo.com,1947,FR,female,41743.11
4985,eva,brown,eva.brown@hotmail.com,1945,GERMANY,male,70828.68
1065,grace,smith,grace.smith@yahoo.com,1973,SPAIN,male,27894.37
1842,diana,miller,diana.miller@hotmail.com,1957,FRANCE,female,34287.05
4480,hugo,davis,hugo.davis@hotmail.com,1962,FRANCE,male,40308.58
2919,grace,miller,grace.miller@yahoo.com,1996,FR,male,29561.75
4353,eva,smith,eva.smith@hotmail.com,2025,FR,male,44188.32
3675,diana,jones,diana.jones@example.com,2021,ES,female,46519.95
2402,frank,johnson,frank.johnson@gmail.com,1999,FRANCE,female,4615.94
1569,eva,miller,eva.miller@hotmail.com,2001,ES,male,17147.22
2194,eva,johnson,eva.johnson@gmail.com,1952,GERMANY,male,39296.08
3866,diana,davis,diana.davis@hotmail.com,1991,ES,female,26129.32
3179,bob,brown,bob.brown@example.com,2008,FR,female,11252.69
431,frank,davis,frank.davis@gmail.com,1993,FR,female,10960.04
1135,hugo,williams,hugo.williams@gmail.com,1944,GERMANY,female,3433.97
520,hugo,smith,hugo.smith..@yahoo.com,2023,DE,male,34697.77
1172,diana,smith,diana.smith@yahoo.com,1951,FR,male,36302.87
4456,charlie,garcia,charlie.garcia..@example.com,1968,ES,male,4259.5
1545,frank,williams,frank.williams@hotmail.com,1943,DE,male,22818.62
2812,frank,garcia,frank.garcia@yahoo.com,1942,ES,male,31663.3
2437,frank,garcia,frank.garcia@gmail.com,1994,ES,female,30619.31
317,diana,garcia,diana.garcia@gmail.com,1960,ES,male,43982.87
4194,alice,johnson,alice.johnson@example.com,1968,ES,male,31636.24
3932,bob,williams,bob.williams@gmail.com,1956,FR,female,10186.62
1020,hugo,williams,hugo.williams@example.com,1959,ES,male,63187.97
2717,grace,williams,grace.williams@hotmail.com,1949,ES,female,5519.78
1402,eva,brown,eva.brown@example.com,1976,DE,female,41488.17
242,eva,garcia,eva.garcia@hotmail.com,2025,FRANCE,male,-1810.5
4059,alice,garcia,alice.garcia@example.com,1997,FRANCE,male,13052.25
3458,frank,jones,frank.jones..@yahoo.com,2003,GERMANY,female,31312.11
491,frank,williams,frank.williams@example.com,2015,FRANCE,male,28661.49
3547,eva,johnson,eva.johnson@yahoo.com,1962,DE,male,36252.02
3265,charlie,brown,charlie.brown@hotmail.com,1956,ES,male,16593.81
1627,diana,davis,diana.davis@example.com,1942,DE,female,34363.46
3430,alice,smith,alice.smith@gmail.com,1988,ES,male,22539.68
2463,grace,johnson,grace.johnson@yahoo.com,2011,GERMANY,female,33724.88
2311,grace,jones,grace.jones@example.com,2023,DE,female,33603.09
118,eva,williams,eva.williams@hotmail.com,1974,DE,female,18625.77
224,diana,brown,diana.brown@hotmail.com,1940,DE,female,40220.39
4907,charlie,garcia,charlie.garcia@gmail.com,1954,DE,female,30177.94
700,grace,jones,grace.jones@gmail.com,1957,DE,female,56945.41
4550,bob,brown,bob.brown@yahoo.com,2001,DE,male,-375.6
3631,eva,jones,eva.jones@example.com,1981,FR,female,24564.79
1050,grace,jones,grace.jones..@example.com,2014,FR,female,27724.28
4146,hugo,williams,hugo.williams@example.com,2008,FR,female,23682.02
865,eva,smith,eva.smith@example.com,2014,GERMANY,male,22473.24
1794,diana,williams,diana.williams@hotmail.com,2014,FR,male,21576.63
1234,grace,davis,grace.davis@gmail.com,1998,FR,male,7846.13
4287,hugo,smith,hugo.smith@yahoo.com,1990,DE,female,30316.39
1355,charlie,davis,charlie.davis@yahoo.com,2008,DE,female,-976.25
2328,hugo,garcia,hugo.garcia@gmail.com,1949,ES,female,46788.67
3610,diana,davis,diana.davis@example.com,1943,FR,female,45099.1
1086,diana,miller,diana.miller@gmail.com,1965,FR,female,38741.06
4620,hugo,miller,hugo.miller@example.com,2004,DE,female,66785.55
1212,charlie,williams,charlie.williams@example.com,2012,DE,male,37404.82
293,alice,williams,alice.williams@gmail.com,1963,FR,male,16661.39
1584,alice,jones,alice.jones@hotmail.com,1969,DE,male,47677.69
2889,frank,smith,frank.smith@example.com,1963,FRANCE,female,27311.23
153,frank,brown,frank.brown@gmail.com,2016,DE,male,23805.03
1241,bob,brown,bob.brown@example.com,2009,ES,female,34525.5
2897,charlie,jones,charlie.jones@gmail.com,1958,ES,male,14165.41
2584,hugo,jones,hugo.jones@yahoo.com,1948,FR,female,16068.12
1429,charlie,smith,charlie.smith@hotmail.com,1990,GERMANY,female,12161.51
1958,hugo,garcia,hugo.garcia@hotmail.com,2023,FR,male,49369.11
448,grace,brown,grace.brown@yahoo.com,1958,ES,female,48284.56
4726,charlie,williams,charlie.williams@gmail.com,1950,ES,male,41463.2
781,grace,miller,grace.miller@yahoo.com,1992,FR,male,20889.68
2540,frank,brown,frank.brown@example.com,1952,ES,female,30235.47
1857,hugo,brown,hugo.brown@example.com,1989,DE,female,17922.42
2521,alice,smith,alice.smith@yahoo.com,1959,FR,male,34095.16
1295,frank,smith,frank.smith..@example.com,1968,SPAIN,male,30901.29
2216,bob,jones,bob.jones@example.com,2015,FR,female,65154.81
3076,alice,davis,alice.davis@example.com,1978,ES,male,23613.67
530,bob,williams,bob.williams@gmail.com,1951,GERMANY,male,23760.5
387,eva,jones,eva.jones@example.com,1948,ES,female,32856.36
3161,hugo,smith,hugo.smith@hotmail.com,1958,SPAIN,female,34428.49
639,diana,brown,diana.brown@hotmail.com,1944,FR,female,31193.97
941,alice,davis,alice.davis..@yahoo.com,2013,ES,female,61871.57
3869,frank,brown,frank.brown@example.com,1953,ES,male,11651.7
4455,charlie,johnson,charlie.johnson@gmail.com,1998,SPAIN,female,40127.06
3167,frank,johnson,frank.johnson@gmail.com,1955,DE,male,-4563.18
962,hugo,miller,hugo.miller@yahoo.com,1981,FR,male,19213.36
1058,grace,jones,grace.jones@yahoo.com,2008,ES,female,34989.11
2721,hugo,garcia,hugo.garcia@gmail.com,2020,ES,male,29306.08
3518,charlie,johnson,charlie.johnson@example.com,2012,GERMANY,male,16229.71
3002,alice,miller,alice.miller@gmail.com,1984,DE,female,21606.81
1472,grace,miller,grace.miller@yahoo.com,1951,ES,female,18339.43
3853,frank,miller,frank.miller@example.com,1996,ES,male,44369.91
1159,alice,johnson,alice.johnson@yahoo.com,1982,FR,female,15099.62
4314,diana,davis,diana.davis..@example.com,1976,FR,male,19973.18
310,grace,garcia,grace.garcia@example.com,2019,ES,male,5542.9
1988,bob,miller,bob.miller@yahoo.com,2009,DE,male,19005.47
4524,grace,jones,grace.jones@example.com,1946,FR,female,9907.66
1694,eva,jones,eva.jones@yahoo.com,1979,FR,female,32991.36
4637,hugo,jones,hugo.jones@hotmail.com,1977,ES,male,14179.43
131,frank,brown,frank.brown..@hotmail.com,1962,ES,female,26912.11
1998,diana,williams,diana.williams@yahoo.com,2013,GERMANY,male,11695.19
3266,hugo,smith,hugo.smith@yahoo.com,1978,GERMANY,male,24180.53
4676,eva,jones,eva.jones..@hotmail.com,2006,ES,male,53087.96
1237,diana,garcia,diana.garcia@yahoo.com,1963,GERMANY,female,44250.24
132,bob,brown,bob.brown@gmail.com,2001,SPAIN,female,18801.32
1333,hugo,davis,hugo.davis@hotmail.com,1993,SPAIN,male,35213.42
4732,charlie,davis,charlie.davis@hotmail.com,1946,SPAIN,female,30873.19
1716,hugo,smith,hugo.smith@example.com,1999,GERMANY,male,40738.09
1285,alice,smith,alice.smith@yahoo.com,1986,FR,male,26060.11
1069,hugo,garcia,hugo.garcia@gmail.com,1979,ES,male,36361.0
146,charlie,brown,charlie.brown@example.com,1953,ES,male,24721.18
3979,eva,jones,eva.jones@gmail.com,2012,DE,male,8419.2
965,frank,miller,frank.miller..@gmail.com,1991,FRANCE,male,41731.95
103,bob,johnson,bob.johnson@example.com,1968,FR,female,30652.72
349,alice,smith,alice.smith@gmail.com,1956,SPAIN,male,13046.94
679,charlie,smith,charlie.smith@gmail.com,2002,FR,female,46827.87
1705,eva,garcia,eva.garcia@gmail.com,1998,DE,female,20191.52
4336,eva,brown,eva.brown@yahoo.com,1992,FRANCE,female,30366.48
4234,alice,johnson,alice.johnson@example.com,1961,DE,female,23172.02
2869,hugo,garcia,hugo.garcia@hotmail.com,1960,FR,male,26593.41
3533,charlie,jones,charlie.jones@example.com,2020,FR,female,24277.66
3124,charlie,williams,charlie.williams@yahoo.com,1950,ES,female,8927.75
2501,frank,williams,frank.williams@example.com,1969,DE,male,21388.49
4385,diana,garcia,diana.garcia@hotmail.com,2013,ES,female,47060.72
1532,alice,johnson,alice.johnson@gmail.com,1970,DE,male,27590.53
